grid degree lamb width ; KAN_time ; KAN_acc ; current_best_mlp ; MLP_time ; layers neurons
3 4 0 [64, 116, 10] ; 140405846 ; 0.9740740656852722 ; 1.0 ; 24282168 ;  2 _ 268
3 4 0 [64, 118, 10] ; 153870701 ; 0.9666666388511658 ; 1.0 ; 22099012 ;  2 _ 270
3 4 0 [64, 120, 10] ; 159507001 ; 0.9777777791023254 ; 1.0 ; 25319993 ;  2 _ 272
3 4 0 [64, 122, 10] ; 231753875 ; 0.9740740656852722 ; 1.0 ; 25793997 ;  2 _ 275
3 4 0 [64, 124, 10] ; 178656573 ; 0.9592592716217041 ; 1.0 ; 24186812 ;  2 _ 277
3 4 0 [64, 126, 10] ; 162577585 ; 0.970370352268219 ; 1.0 ; 28703008 ;  2 _ 280
3 4 0 [64, 128, 10] ; 155930080 ; 0.9629629850387573 ; 1.0 ; 28360812 ;  2 _ 282
3 4 0 [64, 130, 10] ; 159185638 ; 0.9666666388511658 ; 1.0 ; 27891020 ;  2 _ 284
3 5 0 [64, 48, 10] ; 75687827 ; 0.9629629850387573 ; 1.0 ; 18592246 ;  2 _ 180
3 5 0 [64, 50, 10] ; 98475802 ; 0.970370352268219 ; 1.0 ; 14737622 ;  2 _ 184
3 5 0 [64, 52, 10] ; 91467527 ; 0.9666666388511658 ; 1.0 ; 18564290 ;  2 _ 188
3 5 0 [64, 54, 10] ; 83891034 ; 0.9629629850387573 ; 1.0 ; 17230698 ;  2 _ 192
