grid degree lamb width ; KAN_time ; KAN_acc ; current_best_mlp ; MLP_time ; layers neurons
3 3 0 [30, 56, 2] ; 21619189 ; 1.0 ; 0.9534883720930233 ; 10635338 ;  8   58
3 3 0 [30, 58, 2] ; 15818679 ; 1.0 ; 0.9418604651162791 ; 6613764 ;  5   74
3 3 0 [30, 60, 2] ; 15188138 ; 1.0 ; 0.9418604651162791 ; 9140714 ;  2   116
3 3 0 [30, 62, 2] ; 21392998 ; 1.0 ; 0.9418604651162791 ; 7560246 ;  2   118
3 3 0 [30, 30, 30, 2] ; 36033350 ; 1.0 ; 0.9651162790697675 ; 18279159 ;  3   94
3 3 0 [30, 30, 32, 2] ; 23945427 ; 1.0 ; 0.9418604651162791 ; 6443730 ;  2   116
3 3 0 [30, 30, 34, 2] ; 22996385 ; 0.9767441749572754 ; 0.9418604651162791 ; 6839534 ;  2   118
3 3 0 [30, 30, 36, 2] ; 39476871 ; 0.9883720874786377 ; 0.9418604651162791 ; 17393420 ;  3   99
3 3 0 [30, 30, 38, 2] ; 24398778 ; 1.0 ; 0.9418604651162791 ; 14210605 ;  3   101
3 3 0 [30, 30, 40, 2] ; 24613679 ; 1.0 ; 0.9534883720930233 ; 29550930 ;  12   53
3 3 0 [30, 30, 42, 2] ; 28936665 ; 1.0 ; 0.9418604651162791 ; 15993092 ;  3   104
3 3 0 [30, 30, 44, 2] ; 29891969 ; 1.0 ; 0.9418604651162791 ; 8907519 ;  2   128
3 3 0 [30, 30, 46, 2] ; 33116286 ; 1.0 ; 0.9418604651162791 ; 9904138 ;  2   130
3 3 0 [30, 30, 48, 2] ; 29294377 ; 1.0 ; 0.9651162790697675 ; 9203622 ;  2   132
3 3 0 [30, 30, 50, 2] ; 30313068 ; 1.0 ; 0.9651162790697675 ; 7780448 ;  2   134
3 3 0 [30, 30, 52, 2] ; 28577423 ; 1.0 ; 0.9418604651162791 ; 5721327 ;  2   135
3 3 0 [30, 30, 54, 2] ; 27742212 ; 1.0 ; 0.9651162790697675 ; 17645878 ;  3   113
3 3 0 [30, 30, 56, 2] ; 32669275 ; 1.0 ; 0.9651162790697675 ; 9750161 ;  2   139
3 3 0 [30, 30, 58, 2] ; 32228806 ; 0.9883720874786377 ; 0.9534883720930233 ; 12136505 ;  5   91
3 3 0 [30, 30, 60, 2] ; 39910562 ; 1.0 ; 0.9418604651162791 ; 11516191 ;  4   102
3 3 0 [30, 32, 30, 2] ; 23856641 ; 1.0 ; 0.9418604651162791 ; 7663918 ;  2   118
3 3 0 [30, 32, 32, 2] ; 33638875 ; 1.0 ; 0.9534883720930233 ; 17419065 ;  7   66
3 3 0 [30, 32, 34, 2] ; 31462985 ; 1.0 ; 0.9534883720930233 ; 9785379 ;  2   122
3 3 0 [30, 32, 36, 2] ; 32406480 ; 1.0 ; 0.9418604651162791 ; 6535802 ;  5   80
3 3 0 [30, 32, 38, 2] ; 29557498 ; 1.0 ; 0.9418604651162791 ; 18296342 ;  3   104
3 3 0 [30, 32, 40, 2] ; 26486610 ; 0.9883720874786377 ; 0.9534883720930233 ; 9550705 ;  2   128
3 3 0 [30, 32, 42, 2] ; 27577589 ; 0.9767441749572754 ; 0.9534883720930233 ; 7451096 ;  6   77
3 3 0 [30, 32, 44, 2] ; 34482396 ; 1.0 ; 0.9534883720930233 ; 10914936 ;  5   86
3 3 0 [30, 32, 46, 2] ; 41016489 ; 1.0 ; 0.9418604651162791 ; 20545917 ;  4   97
3 3 0 [30, 32, 48, 2] ; 34940635 ; 1.0 ; 0.9651162790697675 ; 16757004 ;  3   112
3 3 0 [30, 32, 50, 2] ; 32456480 ; 1.0 ; 0.9651162790697675 ; 16916351 ;  3   114
3 3 0 [30, 32, 52, 2] ; 32758956 ; 1.0 ; 0.9651162790697675 ; 14331240 ;  10   65
3 3 0 [30, 32, 54, 2] ; 27754462 ; 0.9883720874786377 ; 0.9534883720930233 ; 9886913 ;  4   102
3 3 0 [30, 32, 56, 2] ; 48931977 ; 0.9883720874786377 ; 0.9418604651162791 ; 9219752 ;  2   144
3 3 0 [30, 32, 58, 2] ; 46619306 ; 1.0 ; 0.9534883720930233 ; 10590408 ;  4   104
3 3 0 [30, 32, 60, 2] ; 43564525 ; 1.0 ; 0.9534883720930233 ; 12298168 ;  4   106
3 3 0 [30, 34, 30, 2] ; 26092998 ; 1.0 ; 0.9418604651162791 ; 7325100 ;  5   79
3 3 0 [30, 34, 32, 2] ; 20650767 ; 0.9883720874786377 ; 0.9418604651162791 ; 14593880 ;  10   57
3 3 0 [30, 34, 34, 2] ; 41020555 ; 1.0 ; 0.9418604651162791 ; 9748579 ;  2   126
3 3 0 [30, 34, 36, 2] ; 28209227 ; 1.0 ; 0.9651162790697675 ; 9630371 ;  2   128
3 3 0 [30, 34, 38, 2] ; 26947702 ; 1.0 ; 0.9534883720930233 ; 11627396 ;  6   77
3 3 0 [30, 34, 40, 2] ; 27698668 ; 1.0 ; 0.9418604651162791 ; 7837674 ;  2   132
3 3 0 [30, 34, 42, 2] ; 32852050 ; 1.0 ; 0.9418604651162791 ; 14359700 ;  8   69
3 3 0 [30, 34, 44, 2] ; 27973613 ; 0.9767441749572754 ; 0.9534883720930233 ; 19407419 ;  3   113
3 3 0 [30, 34, 46, 2] ; 30978613 ; 0.9883720874786377 ; 0.9651162790697675 ; 16130463 ;  3   114
3 3 0 [30, 34, 48, 2] ; 30758554 ; 0.9883720874786377 ; 0.9418604651162791 ; 10388001 ;  5   91
3 3 0 [30, 34, 50, 2] ; 41191995 ; 1.0 ; 0.9418604651162791 ; 7392864 ;  2   142
3 3 0 [30, 34, 52, 2] ; 31592196 ; 1.0 ; 0.9418604651162791 ; 7953262 ;  2   144
3 3 0 [30, 34, 54, 2] ; 42309491 ; 1.0 ; 0.9534883720930233 ; 9493591 ;  2   146
3 3 0 [30, 34, 56, 2] ; 35991513 ; 0.9883720874786377 ; 0.9651162790697675 ; 10760656 ;  2   148
3 3 0 [30, 34, 58, 2] ; 30857510 ; 1.0 ; 0.9534883720930233 ; 15236977 ;  6   88
3 3 0 [30, 34, 60, 2] ; 35042091 ; 1.0 ; 0.9418604651162791 ; 16731350 ;  3   125
3 3 0 [30, 36, 30, 2] ; 25545412 ; 0.9767441749572754 ; 0.9534883720930233 ; 18155395 ;  9   61
3 3 0 [30, 36, 32, 2] ; 28438064 ; 1.0 ; 0.9651162790697675 ; 6280114 ;  2   128
3 3 0 [30, 36, 34, 2] ; 42698771 ; 1.0 ; 0.9418604651162791 ; 6613348 ;  2   130
3 3 0 [30, 36, 36, 2] ; 29661585 ; 0.9883720874786377 ; 0.9651162790697675 ; 8392487 ;  2   132
3 3 0 [30, 36, 38, 2] ; 33571694 ; 1.0 ; 0.9651162790697675 ; 6293617 ;  2   134
3 3 0 [30, 36, 40, 2] ; 28698956 ; 0.9767441749572754 ; 0.9534883720930233 ; 16635314 ;  3   113
3 3 0 [30, 36, 42, 2] ; 35606798 ; 1.0 ; 0.9418604651162791 ; 14102981 ;  11   61
3 3 0 [30, 36, 44, 2] ; 35786936 ; 1.0 ; 0.9418604651162791 ; 19661675 ;  12   59
3 3 0 [30, 36, 46, 2] ; 51640723 ; 0.9883720874786377 ; 0.9534883720930233 ; 9097085 ;  4   102
3 3 0 [30, 36, 48, 2] ; 41186307 ; 1.0 ; 0.9418604651162791 ; 15140875 ;  3   119
3 3 0 [30, 36, 50, 2] ; 45638394 ; 1.0 ; 0.9534883720930233 ; 6383435 ;  2   147
3 3 0 [30, 36, 52, 2] ; 48395193 ; 1.0 ; 0.9534883720930233 ; 10413287 ;  2   148
